Table name,State,District,Area Name,Last residence,"Last residence
Total/Rural/Urban/Country","Place of enumeration
Total/Rural/Urban",Total migrants-Persons,Total migrants-Males,Total migrants-Females,Duration (<1 year)-Persons,Duration (<1 year)-Males,Duration (<1 year)-Females,Duration (1-4 years)-Persons,Duration (1-4 years)-Males,Duration (1-4 years)-Females,Duration (5-9 years)-Persons,Duration (5-9 years)-Males,Duration (5-9 years)-Females,Duration (10-19 years)-Persons,Duration (10-19 years)-Males,Duration (10-19 years)-Females,Duration (20+ years)-Persons,Duration (20+ years)-Males,Duration (20+ years)-Females,Duration (not stated)-Persons,Duration (not stated)-Males,Duration (not stated)-Females
D0302,8.0,0.0,State - RAJASTHAN,Chandigarh,Rural,Urban,101.0,48.0,53.0,9.0,4.0,5.0,15.0,7.0,8.0,11.0,4.0,7.0,19.0,10.0,9.0,40.0,19.0,21.0,7.0,4.0,3.0
D0302,8.0,0.0,State - RAJASTHAN,Chandigarh,Urban,Total,1742.0,774.0,968.0,215.0,119.0,96.0,615.0,264.0,351.0,263.0,107.0,156.0,275.0,113.0,162.0,286.0,129.0,157.0,88.0,42.0,46.0
D0302,8.0,0.0,State - RAJASTHAN,Chandigarh,Urban,Rural,276.0,134.0,142.0,80.0,52.0,28.0,83.0,34.0,49.0,24.0,7.0,17.0,34.0,18.0,16.0,45.0,16.0,29.0,10.0,7.0,3.0
D0302,8.0,0.0,State - RAJASTHAN,Chandigarh,Urban,Urban,1466.0,640.0,826.0,135.0,67.0,68.0,532.0,230.0,302.0,239.0,100.0,139.0,241.0,95.0,146.0,241.0,113.0,128.0,78.0,35.0,43.0
D0302,8.0,0.0,State - RAJASTHAN,Uttarakhand,Total,Total,23233.0,10771.0,12462.0,1870.0,847.0,1023.0,5135.0,2171.0,2964.0,2945.0,1330.0,1615.0,4619.0,2089.0,2530.0,6929.0,3362.0,3567.0,1735.0,972.0,763.0
D0302,8.0,0.0,State - RAJASTHAN,Uttarakhand,Total,Rural,2834.0,1358.0,1476.0,413.0,265.0,148.0,789.0,371.0,418.0,302.0,118.0,184.0,437.0,171.0,266.0,578.0,207.0,371.0,315.0,226.0,89.0
D0302,8.0,0.0,State - RAJASTHAN,Uttarakhand,Total,Urban,20399.0,9413.0,10986.0,1457.0,582.0,875.0,4346.0,1800.0,2546.0,2643.0,1212.0,1431.0,4182.0,1918.0,2264.0,6351.0,3155.0,3196.0,1420.0,746.0,674.0
D0302,8.0,0.0,State - RAJASTHAN,Uttarakhand,Rural,Total,11112.0,5438.0,5674.0,700.0,311.0,389.0,2244.0,1001.0,1243.0,1466.0,685.0,781.0,2504.0,1204.0,1300.0,3614.0,1909.0,1705.0,584.0,328.0,256.0
D0302,8.0,0.0,State - RAJASTHAN,Uttarakhand,Rural,Rural,1433.0,665.0,768.0,155.0,99.0,56.0,384.0,182.0,202.0,153.0,53.0,100.0,257.0,97.0,160.0,331.0,117.0,214.0,153.0,117.0,36.0
D0302,8.0,0.0,State - RAJASTHAN,Uttarakhand,Rural,Urban,9679.0,4773.0,4906.0,545.0,212.0,333.0,1860.0,819.0,1041.0,1313.0,632.0,681.0,2247.0,1107.0,1140.0,3283.0,1792.0,1491.0,431.0,211.0,220.0
D0302,8.0,0.0,State - RAJASTHAN,Uttarakhand,Urban,Total,10889.0,4659.0,6230.0,1089.0,492.0,597.0,2739.0,1100.0,1639.0,1399.0,609.0,790.0,1968.0,826.0,1142.0,3127.0,1364.0,1763.0,567.0,268.0,299.0
D0302,8.0,0.0,State - RAJASTHAN,Uttarakhand,Urban,Rural,1194.0,576.0,618.0,235.0,156.0,79.0,365.0,165.0,200.0,138.0,63.0,75.0,166.0,69.0,97.0,233.0,85.0,148.0,57.0,38.0,19.0
D0302,8.0,0.0,State - RAJASTHAN,Uttarakhand,Urban,Urban,9695.0,4083.0,5612.0,854.0,336.0,518.0,2374.0,935.0,1439.0,1261.0,546.0,715.0,1802.0,757.0,1045.0,2894.0,1279.0,1615.0,510.0,230.0,280.0
D0302,8.0,0.0,State - RAJASTHAN,Haryana,Total,Total,533963.0,87958.0,446005.0,22049.0,8031.0,14018.0,79323.0,16367.0,62956.0,73757.0,12356.0,61401.0,122957.0,18404.0,104553.0,215039.0,25999.0,189040.0,20838.0,6801.0,14037.0
D0302,8.0,0.0,State - RAJASTHAN,Haryana,Total,Rural,397534.0,44124.0,353410.0,15234.0,5257.0,9977.0,54063.0,7727.0,46336.0,53514.0,6032.0,47482.0,91546.0,9047.0,82499.0,170047.0,12596.0,157451.0,13130.0,3465.0,9665.0
D0302,8.0,0.0,State - RAJASTHAN,Haryana,Total,Urban,136429.0,43834.0,92595.0,6815.0,2774.0,4041.0,25260.0,8640.0,16620.0,20243.0,6324.0,13919.0,31411.0,9357.0,22054.0,44992.0,13403.0,31589.0,7708.0,3336.0,4372.0
D0302,8.0,0.0,State - RAJASTHAN,Haryana,Rural,Total,414682.0,55209.0,359473.0,13479.0,4025.0,9454.0,57603.0,9958.0,47645.0,57247.0,8116.0,49131.0,98463.0,12716.0,85747.0,177259.0,17793.0,159466.0,10631.0,2601.0,8030.0
D0302,8.0,0.0,State - RAJASTHAN,Haryana,Rural,Rural,346411.0,33239.0,313172.0,10448.0,2798.0,7650.0,45241.0,5759.0,39482.0,46887.0,4839.0,42048.0,81633.0,7496.0,74137.0,154002.0,10763.0,143239.0,8200.0,1584.0,6616.0
D0302,8.0,0.0,State - RAJASTHAN,Haryana,Rural,Urban,68271.0,21970.0,46301.0,3031.0,1227.0,1804.0,12362.0,4199.0,8163.0,10360.0,3277.0,7083.0,16830.0,5220.0,11610.0,23257.0,7030.0,16227.0,2431.0,1017.0,1414.0
D0302,8.0,0.0,State - RAJASTHAN,Haryana,Urban,Total,88866.0,26491.0,62375.0,7106.0,3562.0,3544.0,17044.0,5622.0,11422.0,13026.0,3715.0,9311.0,19069.0,4838.0,14231.0,28373.0,7063.0,21310.0,4248.0,1691.0,2557.0
D0302,8.0,0.0,State - RAJASTHAN,Haryana,Urban,Rural,27299.0,7055.0,20244.0,3642.0,2171.0,1471.0,5048.0,1453.0,3595.0,3864.0,854.0,3010.0,5555.0,1007.0,4548.0,8106.0,1108.0,6998.0,1084.0,462.0,622.0
D0302,8.0,0.0,State - RAJASTHAN,Haryana,Urban,Urban,61567.0,19436.0,42131.0,3464.0,1391.0,2073.0,11996.0,4169.0,7827.0,9162.0,2861.0,6301.0,13514.0,3831.0,9683.0,20267.0,5955.0,14312.0,3164.0,1229.0,1935.0
D0302,8.0,0.0,State - RAJASTHAN,NCT of Delhi,Total,Total,83134.0,29316.0,53818.0,7876.0,4562.0,3314.0,17964.0,6830.0,11134.0,13151.0,4434.0,8717.0,17502.0,5490.0,12012.0,21159.0,5608.0,15551.0,5482.0,2392.0,3090.0
D0302,8.0,0.0,State - RAJASTHAN,NCT of Delhi,Total,Rural,19958.0,6659.0,13299.0,3957.0,2825.0,1132.0,4030.0,1226.0,2804.0,2843.0,671.0,2172.0,3709.0,761.0,2948.0,4425.0,637.0,3788.0,994.0,539.0,455.0
D0302,8.0,0.0,State - RAJASTHAN,NCT of Delhi,Total,Urban,63176.0,22657.0,40519.0,3919.0,1737.0,2182.0,13934.0,5604.0,8330.0,10308.0,3763.0,6545.0,13793.0,4729.0,9064.0,16734.0,4971.0,11763.0,4488.0,1853.0,2635.0
D0302,8.0,0.0,State - RAJASTHAN,NCT of Delhi,Rural,Total,6213.0,1397.0,4816.0,469.0,227.0,242.0,1240.0,309.0,931.0,1035.0,212.0,823.0,1489.0,293.0,1196.0,1741.0,275.0,1466.0,239.0,81.0,158.0
D0302,8.0,0.0,State - RAJASTHAN,NCT of Delhi,Rural,Rural,3722.0,563.0,3159.0,360.0,186.0,174.0,704.0,105.0,599.0,600.0,75.0,525.0,876.0,79.0,797.0,1089.0,90.0,999.0,93.0,28.0,65.0
D0302,8.0,0.0,State - RAJASTHAN,NCT of Delhi,Rural,Urban,2491.0,834.0,1657.0,109.0,41.0,68.0,536.0,204.0,332.0,435.0,137.0,298.0,613.0,214.0,399.0,652.0,185.0,467.0,146.0,53.0,93.0
D0302,8.0,0.0,State - RAJASTHAN,NCT of Delhi,Urban,Total,75285.0,27241.0,48044.0,7345.0,4309.0,3036.0,16591.0,6470.0,10121.0,12010.0,4189.0,7821.0,15895.0,5158.0,10737.0,19286.0,5302.0,13984.0,4158.0,1813.0,2345.0
D0302,8.0,0.0,State - RAJASTHAN,NCT of Delhi,Urban,Rural,15928.0,5972.0,9956.0,3581.0,2631.0,950.0,3299.0,1117.0,2182.0,2223.0,592.0,1631.0,2813.0,680.0,2133.0,3308.0,545.0,2763.0,704.0,407.0,297.0
D0302,8.0,0.0,State - RAJASTHAN,NCT of Delhi,Urban,Urban,59357.0,21269.0,38088.0,3764.0,1678.0,2086.0,13292.0,5353.0,7939.0,9787.0,3597.0,6190.0,13082.0,4478.0,8604.0,15978.0,4757.0,11221.0,3454.0,1406.0,2048.0
D0302,8.0,0.0,State - RAJASTHAN,Rajasthan,Total,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0302,8.0,0.0,State - RAJASTHAN,Rajasthan,Total,Rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0302,8.0,0.0,State - RAJASTHAN,Rajasthan,Total,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0302,8.0,0.0,State - RAJASTHAN,Rajasthan,Rural,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0302,8.0,0.0,State - RAJASTHAN,Rajasthan,Rural,Rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0302,8.0,0.0,State - RAJASTHAN,Rajasthan,Rural,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0302,8.0,0.0,State - RAJASTHAN,Rajasthan,Urban,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0302,8.0,0.0,State - RAJASTHAN,Rajasthan,Urban,Rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0302,8.0,0.0,State - RAJASTHAN,Rajasthan,Urban,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0302,8.0,0.0,State - RAJASTHAN,Uttar Pradesh,Total,Total,585982.0,185582.0,400400.0,56665.0,29189.0,27476.0,101975.0,35094.0,66881.0,81638.0,25510.0,56128.0,123652.0,35648.0,88004.0,190415.0,46839.0,143576.0,31637.0,13302.0,18335.0
D0302,8.0,0.0,State - RAJASTHAN,Uttar Pradesh,Total,Rural,249664.0,44977.0,204687.0,37126.0,19816.0,17310.0,37957.0,8246.0,29711.0,30369.0,3890.0,26479.0,48290.0,4725.0,43565.0,86800.0,5391.0,81409.0,9122.0,2909.0,6213.0
D0302,8.0,0.0,State - RAJASTHAN,Uttar Pradesh,Total,Urban,336318.0,140605.0,195713.0,19539.0,9373.0,10166.0,64018.0,26848.0,37170.0,51269.0,21620.0,29649.0,75362.0,30923.0,44439.0,103615.0,41448.0,62167.0,22515.0,10393.0,12122.0
D0302,8.0,0.0,State - RAJASTHAN,Uttar Pradesh,Rural,Total,353196.0,100141.0,253055.0,38281.0,20356.0,17925.0,58886.0,19451.0,39435.0,48926.0,13853.0,35073.0,75970.0,19252.0,56718.0,119322.0,22892.0,96430.0,11811.0,4337.0,7474.0
D0302,8.0,0.0,State - RAJASTHAN,Uttar Pradesh,Rural,Rural,206215.0,32843.0,173372.0,28889.0,15520.0,13369.0,29438.0,5770.0,23668.0,24916.0,2708.0,22208.0,41140.0,3420.0,37720.0,76254.0,4045.0,72209.0,5578.0,1380.0,4198.0
D0302,8.0,0.0,State - RAJASTHAN,Uttar Pradesh,Rural,Urban,146981.0,67298.0,79683.0,9392.0,4836.0,4556.0,29448.0,13681.0,15767.0,24010.0,11145.0,12865.0,34830.0,15832.0,18998.0,43068.0,18847.0,24221.0,6233.0,2957.0,3276.0
D0302,8.0,0.0,State - RAJASTHAN,Uttar Pradesh,Urban,Total,206661.0,75369.0,131292.0,15167.0,7018.0,8149.0,39602.0,14442.0,25160.0,30148.0,10863.0,19285.0,44399.0,15452.0,28947.0,65807.0,22772.0,43035.0,11538.0,4822.0,6716.0
D0302,8.0,0.0,State - RAJASTHAN,Uttar Pradesh,Urban,Rural,32044.0,9177.0,22867.0,6011.0,3114.0,2897.0,6939.0,2120.0,4819.0,4393.0,1040.0,3353.0,5690.0,1150.0,4540.0,7725.0,1181.0,6544.0,1286.0,572.0,714.0
D0302,8.0,0.0,State - RAJASTHAN,Uttar Pradesh,Urban,Urban,174617.0,66192.0,108425.0,9156.0,3904.0,5252.0,32663.0,12322.0,20341.0,25755.0,9823.0,15932.0,38709.0,14302.0,24407.0,58082.0,21591.0,36491.0,10252.0,4250.0,6002.0
D0302,8.0,0.0,State - RAJASTHAN,Bihar,Total,Total,134402.0,75805.0,58597.0,14721.0,9476.0,5245.0,34728.0,19703.0,15025.0,24806.0,13630.0,11176.0,31364.0,17108.0,14256.0,20012.0,10913.0,9099.0,8771.0,4975.0,3796.0
D0302,8.0,0.0,State - RAJASTHAN,Bihar,Total,Rural,23266.0,12290.0,10976.0,5804.0,4004.0,1800.0,6085.0,3401.0,2684.0,3176.0,1534.0,1642.0,3952.0,1587.0,2365.0,3019.0,1018.0,2001.0,1230.0,746.0,484.0
D0302,8.0,0.0,State - RAJASTHAN,Bihar,Total,Urban,111136.0,63515.0,47621.0,8917.0,5472.0,3445.0,28643.0,16302.0,12341.0,21630.0,12096.0,9534.0,27412.0,15521.0,11891.0,16993.0,9895.0,7098.0,7541.0,4229.0,3312.0
D0302,8.0,0.0,State - RAJASTHAN,Bihar,Rural,Total,89936.0,52370.0,37566.0,10441.0,6882.0,3559.0,23820.0,14002.0,9818.0,17405.0,9873.0,7532.0,21411.0,12029.0,9382.0,13147.0,7441.0,5706.0,3712.0,2143.0,1569.0
D0302,8.0,0.0,State - RAJASTHAN,Bihar,Rural,Rural,17770.0,9650.0,8120.0,4647.0,3267.0,1380.0,4684.0,2722.0,1962.0,2422.0,1217.0,1205.0,3063.0,1262.0,1801.0,2301.0,787.0,1514.0,653.0,395.0,258.0
D0302,8.0,0.0,State - RAJASTHAN,Bihar,Rural,Urban,72166.0,42720.0,29446.0,5794.0,3615.0,2179.0,19136.0,11280.0,7856.0,14983.0,8656.0,6327.0,18348.0,10767.0,7581.0,10846.0,6654.0,4192.0,3059.0,1748.0,1311.0
D0302,8.0,0.0,State - RAJASTHAN,Bihar,Urban,Total,36106.0,18624.0,17482.0,3246.0,1908.0,1338.0,9400.0,4868.0,4532.0,6321.0,3194.0,3127.0,8772.0,4437.0,4335.0,6059.0,3052.0,3007.0,2308.0,1165.0,1143.0
D0302,8.0,0.0,State - RAJASTHAN,Bihar,Urban,Rural,3760.0,1656.0,2104.0,641.0,388.0,253.0,1097.0,525.0,572.0,591.0,245.0,346.0,704.0,247.0,457.0,546.0,161.0,385.0,181.0,90.0,91.0
D0302,8.0,0.0,State - RAJASTHAN,Bihar,Urban,Urban,32346.0,16968.0,15378.0,2605.0,1520.0,1085.0,8303.0,4343.0,3960.0,5730.0,2949.0,2781.0,8068.0,4190.0,3878.0,5513.0,2891.0,2622.0,2127.0,1075.0,1052.0
D0302,8.0,0.0,State - RAJASTHAN,Sikkim,Total,Total,327.0,181.0,146.0,43.0,24.0,19.0,135.0,70.0,65.0,32.0,22.0,10.0,54.0,31.0,23.0,40.0,18.0,22.0,23.0,16.0,7.0
D0302,8.0,0.0,State - RAJASTHAN,Sikkim,Total,Rural,104.0,68.0,36.0,9.0,9.0,0.0,49.0,32.0,17.0,7.0,5.0,2.0,14.0,9.0,5.0,15.0,5.0,10.0,10.0,8.0,2.0
D0302,8.0,0.0,State - RAJASTHAN,Sikkim,Total,Urban,223.0,113.0,110.0,34.0,15.0,19.0,86.0,38.0,48.0,25.0,17.0,8.0,40.0,22.0,18.0,25.0,13.0,12.0,13.0,8.0,5.0
D0302,8.0,0.0,State - RAJASTHAN,Sikkim,Rural,Total,62.0,28.0,34.0,7.0,4.0,3.0,26.0,11.0,15.0,5.0,4.0,1.0,6.0,2.0,4.0,12.0,1.0,11.0,6.0,6.0,0.0
D0302,8.0,0.0,State - RAJASTHAN,Sikkim,Rural,Rural,31.0,15.0,16.0,1.0,1.0,0.0,10.0,5.0,5.0,1.0,1.0,0.0,5.0,2.0,3.0,8.0,0.0,8.0,6.0,6.0,0.0
D0302,8.0,0.0,State - RAJASTHAN,Sikkim,Rural,Urban,31.0,13.0,18.0,6.0,3.0,3.0,16.0,6.0,10.0,4.0,3.0,1.0,1.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0
D0302,8.0,0.0,State - RAJASTHAN,Sikkim,Urban,Total,247.0,146.0,101.0,35.0,20.0,15.0,106.0,58.0,48.0,25.0,17.0,8.0,46.0,28.0,18.0,26.0,16.0,10.0,9.0,7.0,2.0
D0302,8.0,0.0,State - RAJASTHAN,Sikkim,Urban,Rural,68.0,51.0,17.0,8.0,8.0,0.0,39.0,27.0,12.0,6.0,4.0,2.0,9.0,7.0,2.0,6.0,5.0,1.0,0.0,0.0,0.0
D0302,8.0,0.0,State - RAJASTHAN,Sikkim,Urban,Urban,179.0,95.0,84.0,27.0,12.0,15.0,67.0,31.0,36.0,19.0,13.0,6.0,37.0,21.0,16.0,20.0,11.0,9.0,9.0,7.0,2.0
D0302,8.0,0.0,State - RAJASTHAN,Arunachal Pradesh,Total,Total,369.0,195.0,174.0,64.0,42.0,22.0,151.0,72.0,79.0,43.0,18.0,25.0,55.0,30.0,25.0,28.0,16.0,12.0,28.0,17.0,11.0
D0302,8.0,0.0,State - RAJASTHAN,Arunachal Pradesh,Total,Rural,91.0,54.0,37.0,28.0,25.0,3.0,29.0,7.0,22.0,9.0,6.0,3.0,13.0,8.0,5.0,8.0,5.0,3.0,4.0,3.0,1.0
D0302,8.0,0.0,State - RAJASTHAN,Arunachal Pradesh,Total,Urban,278.0,141.0,137.0,36.0,17.0,19.0,122.0,65.0,57.0,34.0,12.0,22.0,42.0,22.0,20.0,20.0,11.0,9.0,24.0,14.0,10.0
D0302,8.0,0.0,State - RAJASTHAN,Arunachal Pradesh,Rural,Total,101.0,52.0,49.0,16.0,10.0,6.0,40.0,19.0,21.0,19.0,10.0,9.0,12.0,6.0,6.0,9.0,3.0,6.0,5.0,4.0,1.0
D0302,8.0,0.0,State - RAJASTHAN,Arunachal Pradesh,Rural,Rural,41.0,16.0,25.0,7.0,6.0,1.0,15.0,1.0,14.0,7.0,4.0,3.0,5.0,2.0,3.0,4.0,1.0,3.0,3.0,2.0,1.0
D0302,8.0,0.0,State - RAJASTHAN,Arunachal Pradesh,Rural,Urban,60.0,36.0,24.0,9.0,4.0,5.0,25.0,18.0,7.0,12.0,6.0,6.0,7.0,4.0,3.0,5.0,2.0,3.0,2.0,2.0,0.0
D0302,8.0,0.0,State - RAJASTHAN,Arunachal Pradesh,Urban,Total,253.0,133.0,120.0,45.0,30.0,15.0,108.0,51.0,57.0,22.0,7.0,15.0,42.0,24.0,18.0,18.0,12.0,6.0,18.0,9.0,9.0
D0302,8.0,0.0,State - RAJASTHAN,Arunachal Pradesh,Urban,Rural,47.0,36.0,11.0,21.0,19.0,2.0,13.0,5.0,8.0,2.0,2.0,0.0,7.0,6.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0
D0302,8.0,0.0,State - RAJASTHAN,Arunachal Pradesh,Urban,Urban,206.0,97.0,109.0,24.0,11.0,13.0,95.0,46.0,49.0,20.0,5.0,15.0,35.0,18.0,17.0,15.0,9.0,6.0,17.0,8.0,9.0
D0302,8.0,0.0,State - RAJASTHAN,Nagaland,Total,Total,789.0,360.0,429.0,86.0,62.0,24.0,246.0,120.0,126.0,92.0,35.0,57.0,164.0,71.0,93.0,129.0,34.0,95.0,72.0,38.0,34.0
D0302,8.0,0.0,State - RAJASTHAN,Nagaland,Total,Rural,295.0,127.0,168.0,44.0,39.0,5.0,70.0,36.0,34.0,27.0,8.0,19.0,50.0,14.0,36.0,77.0,12.0,65.0,27.0,18.0,9.0
D0302,8.0,0.0,State - RAJASTHAN,Nagaland,Total,Urban,494.0,233.0,261.0,42.0,23.0,19.0,176.0,84.0,92.0,65.0,27.0,38.0,114.0,57.0,57.0,52.0,22.0,30.0,45.0,20.0,25.0
D0302,8.0,0.0,State - RAJASTHAN,Nagaland,Rural,Total,224.0,49.0,175.0,9.0,5.0,4.0,64.0,18.0,46.0,26.0,5.0,21.0,48.0,9.0,39.0,60.0,5.0,55.0,17.0,7.0,10.0
D0302,8.0,0.0,State - RAJASTHAN,Nagaland,Rural,Rural,138.0,21.0,117.0,3.0,2.0,1.0,24.0,6.0,18.0,15.0,2.0,13.0,36.0,4.0,32.0,50.0,1.0,49.0,10.0,6.0,4.0
D0302,8.0,0.0,State - RAJASTHAN,Nagaland,Rural,Urban,86.0,28.0,58.0,6.0,3.0,3.0,40.0,12.0,28.0,11.0,3.0,8.0,12.0,5.0,7.0,10.0,4.0,6.0,7.0,1.0,6.0
D0302,8.0,0.0,State - RAJASTHAN,Nagaland,Urban,Total,471.0,265.0,206.0,71.0,53.0,18.0,160.0,93.0,67.0,60.0,26.0,34.0,106.0,57.0,49.0,54.0,27.0,27.0,20.0,9.0,11.0
D0302,8.0,0.0,State - RAJASTHAN,Nagaland,Urban,Rural,117.0,92.0,25.0,40.0,37.0,3.0,40.0,28.0,12.0,10.0,6.0,4.0,10.0,8.0,2.0,15.0,11.0,4.0,2.0,2.0,0.0
D0302,8.0,0.0,State - RAJASTHAN,Nagaland,Urban,Urban,354.0,173.0,181.0,31.0,16.0,15.0,120.0,65.0,55.0,50.0,20.0,30.0,96.0,49.0,47.0,39.0,16.0,23.0,18.0,7.0,11.0
D0302,8.0,0.0,State - RAJASTHAN,Manipur,Total,Total,753.0,350.0,403.0,92.0,52.0,40.0,273.0,103.0,170.0,105.0,56.0,49.0,135.0,74.0,61.0,83.0,36.0,47.0,65.0,29.0,36.0
D0302,8.0,0.0,State - RAJASTHAN,Manipur,Total,Rural,108.0,57.0,51.0,32.0,23.0,9.0,33.0,12.0,21.0,8.0,2.0,6.0,19.0,12.0,7.0,10.0,6.0,4.0,6.0,2.0,4.0
D0302,8.0,0.0,State - RAJASTHAN,Manipur,Total,Urban,645.0,293.0,352.0,60.0,29.0,31.0,240.0,91.0,149.0,97.0,54.0,43.0,116.0,62.0,54.0,73.0,30.0,43.0,59.0,27.0,32.0
D0302,8.0,0.0,State - RAJASTHAN,Manipur,Rural,Total,151.0,43.0,108.0,27.0,9.0,18.0,79.0,17.0,62.0,10.0,2.0,8.0,20.0,12.0,8.0,5.0,2.0,3.0,10.0,1.0,9.0
D0302,8.0,0.0,State - RAJASTHAN,Manipur,Rural,Rural,26.0,7.0,19.0,4.0,1.0,3.0,10.0,3.0,7.0,3.0,0.0,3.0,7.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0
D0302,8.0,0.0,State - RAJASTHAN,Manipur,Rural,Urban,125.0,36.0,89.0,23.0,8.0,15.0,69.0,14.0,55.0,7.0,2.0,5.0,13.0,9.0,4.0,4.0,2.0,2.0,9.0,1.0,8.0
D0302,8.0,0.0,State - RAJASTHAN,Manipur,Urban,Total,506.0,256.0,250.0,56.0,39.0,17.0,163.0,71.0,92.0,75.0,39.0,36.0,113.0,62.0,51.0,78.0,34.0,44.0,21.0,11.0,10.0
D0302,8.0,0.0,State - RAJASTHAN,Manipur,Urban,Rural,75.0,45.0,30.0,27.0,21.0,6.0,20.0,7.0,13.0,4.0,1.0,3.0,12.0,9.0,3.0,9.0,6.0,3.0,3.0,1.0,2.0
D0302,8.0,0.0,State - RAJASTHAN,Manipur,Urban,Urban,431.0,211.0,220.0,29.0,18.0,11.0,143.0,64.0,79.0,71.0,38.0,33.0,101.0,53.0,48.0,69.0,28.0,41.0,18.0,10.0,8.0
D0302,8.0,0.0,State - RAJASTHAN,Mizoram,Total,Total,363.0,275.0,88.0,43.0,23.0,20.0,260.0,230.0,30.0,29.0,6.0,23.0,9.0,4.0,5.0,9.0,5.0,4.0,13.0,7.0,6.0
D0302,8.0,0.0,State - RAJASTHAN,Mizoram,Total,Rural,237.0,215.0,22.0,14.0,11.0,3.0,195.0,195.0,0.0,22.0,4.0,18.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0
D0302,8.0,0.0,State - RAJASTHAN,Mizoram,Total,Urban,126.0,60.0,66.0,29.0,12.0,17.0,65.0,35.0,30.0,7.0,2.0,5.0,7.0,2.0,5.0,9.0,5.0,4.0,9.0,4.0,5.0
D0302,8.0,0.0,State - RAJASTHAN,Mizoram,Rural,Total,246.0,211.0,35.0,7.0,2.0,5.0,206.0,196.0,10.0,24.0,5.0,19.0,1.0,1.0,0.0,3.0,2.0,1.0,5.0,5.0,0.0
D0302,8.0,0.0,State - RAJASTHAN,Mizoram,Rural,Rural,222.0,203.0,19.0,3.0,2.0,1.0,193.0,193.0,0.0,22.0,4.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
D0302,8.0,0.0,State - RAJASTHAN,Mizoram,Rural,Urban,24.0,8.0,16.0,4.0,0.0,4.0,13.0,3.0,10.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0
D0302,8.0,0.0,State - RAJASTHAN,Mizoram,Urban,Total,79.0,32.0,47.0,31.0,17.0,14.0,32.0,12.0,20.0,4.0,0.0,4.0,5.0,1.0,4.0,5.0,2.0,3.0,2.0,0.0,2.0
D0302,8.0,0.0,State - RAJASTHAN,Mizoram,Urban,Rural,12.0,10.0,2.0,9.0,7.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0302,8.0,0.0,State - RAJASTHAN,Mizoram,Urban,Urban,67.0,22.0,45.0,22.0,10.0,12.0,30.0,10.0,20.0,4.0,0.0,4.0,4.0,0.0,4.0,5.0,2.0,3.0,2.0,0.0,2.0
D0302,8.0,0.0,State - RAJASTHAN,Tripura,Total,Total,717.0,276.0,441.0,67.0,30.0,37.0,397.0,130.0,267.0,76.0,24.0,52.0,87.0,35.0,52.0,51.0,32.0,19.0,39.0,25.0,14.0
D0302,8.0,0.0,State - RAJASTHAN,Tripura,Total,Rural,290.0,82.0,208.0,36.0,19.0,17.0,146.0,37.0,109.0,44.0,10.0,34.0,33.0,7.0,26.0,16.0,2.0,14.0,15.0,7.0,8.0
D0302,8.0,0.0,State - RAJASTHAN,Tripura,Total,Urban,427.0,194.0,233.0,31.0,11.0,20.0,251.0,93.0,158.0,32.0,14.0,18.0,54.0,28.0,26.0,35.0,30.0,5.0,24.0,18.0,6.0
